Benchmark,Root Struct,Mode,Result,Time Seconds,Message
mux3_1,Main_4,wp,error,0.479561,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001051b9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001051b7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001051ba65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mux4_1,Main_4,verify,error,9.648989,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000103301a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001032ff584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010330265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
mux4_1,Main_4,wp,error,0.341190,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001009a5a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001009a3584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001009a665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mux_decode,Decoder_0,verify,error,8.825163,"error: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/mux_decode.llzk"":13:19):unsupported expression op
note: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/mux_decode.llzk"":13:19):see current operation: %129 = ""array.new""() <{mapOpGroupSizes = array<i32>, numDimsPerMap = array<i32>, operandSegmentSizes = array<i32: 0, 0>}> : () -> !array.type<1 x !felt.type<""babybear"">>
LLVM ERROR: SMT emission failed
 #0 0x0000000103075a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, in"
mux_decode,Decoder_0,wp,counterexample,0.411316,sat
mux_ep,EscalarProduct_0,verify,partial,20.907374,verification finished with unknown members
mux_ep,EscalarProduct_0,wp,counterexample,0.127248,sat
outer_test,outer_0,verify,verified,6.816232,
outer_test,outer_0,wp,counterexample,0.446181,sat
pad_test,Pad_0,verify,timeout,120.124960,timeout
pad_test,Pad_0,wp,error,0.370172,"Checking invariant (forall ((x0 Int)) (=> (and (<= 0 x0) (< x0 8) (= (mod (- x0 0) 1) 0)) true))
(set-logic ALL)
(declare-const out2_c (Array Int Int))
(declare-const out2_w (Array Int Int))
(declare-const out_c (Array Int Int))
(declare-const out_w (Array Int Int))
(assert (forall ((i0 Int)) (let ((_let_1 (select out2_c i0))) (=> (and (<= 0 i0) (<= i0 1087)) (and (<= 0 _let_1) (<= _let_1 2013265920))))))
(assert (forall ((i0 Int)) (let ((_let_1 (select out2_w i0))) (=> (and (<= 0 i0) (<= i0 108"
pointbits_loopback,Main_9,verify,error,97.688366,"Assertion failed: ((((slen-1)*64)/22 <= numbits || radix != 10) && ""Insufficient bit width""), function fromString, file /nix/var/nix/builds/nix-24581-489863541/llvm-src-20.1.8/llvm/lib/Support/APInt.cpp, line 2106.
 #0 0x0000000102881a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010287f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010288265c Signa"
pointbits_loopback,Main_9,wp,error,0.220653,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000103551a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010354f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010355265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
queryTest,Query_9,verify,error,14.825832,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100745a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100743584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010074665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
queryTest,Query_9,wp,error,0.378454,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102e7da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102e7b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102e7e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
quinGeneratePathIndices_test,QuinGeneratePathIndices_3,verify,error,2.572248,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104a71a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104a6f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104a7265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
quinGeneratePathIndices_test,QuinGeneratePathIndices_3,wp,error,0.532597,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104a21a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104a1f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104a2265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
quinSelector_test,QuinSelector_5,verify,error,3.725452,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x000000010100da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010100b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010100e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
quinSelector_test,QuinSelector_5,wp,error,0.746194,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100de9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100de7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100dea65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
rhopi_test,RhoPi_74,verify,timeout,120.121547,timeout
rhopi_test,RhoPi_74,wp,error,0.436779,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100c25a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100c23584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100c2665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
sign_test,Sign_2,verify,error,30.546186,"Assertion failed: ((((slen-1)*64)/22 <= numbits || radix != 10) && ""Insufficient bit width""), function fromString, file /nix/var/nix/builds/nix-24581-489863541/llvm-src-20.1.8/llvm/lib/Support/APInt.cpp, line 2106.
 #0 0x0000000102c4da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102c4b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102c4e65c Signa"
sign_test,Sign_2,wp,error,0.263962,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104b55a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104b53584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104b5665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
splicer_test,Splicer_9,verify,error,27.692366,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000102b81a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102b7f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102b8265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
splicer_test,Splicer_9,wp,error,0.351598,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104cada74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104cab584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104cae65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
squeeze_test,Squeeze_0,verify,timeout,120.057550,timeout
squeeze_test,Squeeze_0,wp,counterexample,0.204020,sat
sum_test,A_3,verify,timeout,120.027129,timeout
sum_test,A_3,wp,error,0.195797,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x0000000100a39a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100a37584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100a3a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
test_bigadd_15,BigAdd_4,verify,error,2.885564,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100d29a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100d27584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100d2a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigadd_15,BigAdd_4,wp,error,0.502613,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100f31a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100f2f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100f3265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigadd_23,BigAdd_4,verify,error,1.804537,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100771a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010076f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010077265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigadd_23,BigAdd_4,wp,error,0.613699,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102fada74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102fab584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102fae65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_biglessthan_23,BigLessThan_6,verify,error,4.169140,"LLVM ERROR: while->for conversion failed
 #0 0x0000000104deda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104deb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104dee65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11"
test_biglessthan_23,BigLessThan_6,wp,error,0.534380,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100d9da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100d9b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100d9e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigmod_22,BigMod_16,verify,error,9.721947,"Assertion failed: (!impl->wasOpReplaced(op) && ""attempting to modify a replaced/erased op""), function startOpModification, file /nix/var/nix/builds/nix-63599-2589559352/mlir-debug-src-20.1.8/mlir/lib/Transforms/Utils/DialectConversion.cpp, line 1793.
 #0 0x0000000102d41a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102d3f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100"
test_bigmod_22,BigMod_16,wp,error,1.323417,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001014ada74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001014ab584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001014ae65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigmod_32,BigMod_16,verify,error,9.551650,"Assertion failed: (!impl->wasOpReplaced(op) && ""attempting to modify a replaced/erased op""), function startOpModification, file /nix/var/nix/builds/nix-63599-2589559352/mlir-debug-src-20.1.8/mlir/lib/Transforms/Utils/DialectConversion.cpp, line 1793.
 #0 0x00000001012cda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001012cb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100"
test_bigmod_32,BigMod_16,wp,error,1.102345,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104cc9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104cc7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104cca65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigmult_21,BigMult_4,verify,error,1.470286,"LLVM ERROR: while->for conversion failed
 #0 0x0000000102771a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010276f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010277265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11"
test_bigmult_21,BigMult_4,wp,error,0.581258,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000105489a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000105487584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010548a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigmult_22,BigMult_4,verify,error,3.415990,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104f85a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104f83584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104f8665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigmult_22,BigMult_4,wp,error,0.362807,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100aa5a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100aa3584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100aa665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigmult_23,BigMult_4,verify,error,5.584788,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x00000001053f1a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001053ef584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001053f265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigmult_23,BigMult_4,wp,error,0.574272,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001047fda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001047fb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001047fe65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigsub_15,BigSub_6,verify,error,2.913023,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104fe1a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104fdf584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104fe265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsub_15,BigSub_6,wp,error,0.350039,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104999a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104997584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010499a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigsub_23,BigSub_6,verify,error,2.115131,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000102821a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010281f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010282265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsub_23,BigSub_6,wp,error,0.312606,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000105191a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010518f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010519265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_bigsubmodp_32,BigSubModP_10,verify,error,2.568552,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100d6da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100d6b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100d6e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
test_bigsubmodp_32,BigSubModP_10,wp,error,0.422093,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102f55a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102f53584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102f5665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
test_fp12_add_22,Fp12Add_16,verify,error,20.905773,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000103409a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000103407584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010340a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
