Benchmark,Root Struct,Mode,Result,Time Seconds,Message
encryptMultiple_test,EncryptBits_2,wp,error,0.769902,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104fd1a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104fcf584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104fd265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
encrypt_test,Encrypt_2,verify,timeout,120.033112,timeout
encrypt_test,Encrypt_2,wp,error,0.480090,"libc++abi: terminating due to uncaught exception of type cvc5::CVC5ApiException: array select operating on non-array
 #0 0x0000000100c6da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100c6b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100c6e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e1277"
greatereqthan,GreaterEqThan_2,verify,error,1.739504,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x00000001045d5a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001045d3584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001045d665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
greatereqthan,GreaterEqThan_2,wp,error,0.345108,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102fdda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102fdb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102fde65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
greaterthan,GreaterThan_2,verify,error,1.252535,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000101411a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010140f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010141265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
greaterthan,GreaterThan_2,wp,error,0.280591,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001051d5a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001051d3584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001051d665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
inTest,IN_5,verify,error,10.551131,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x000000010494da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010494b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010494e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
inTest,IN_5,wp,error,0.567468,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000105305a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000105303584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010530665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
iota10_test,Iota_3,verify,timeout,120.088581,timeout
iota10_test,Iota_3,wp,error,0.462851,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001027c9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001027c7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001027ca65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
iota3_test,Iota_3,verify,error,35.023186,"Assertion failed: ((((slen-1)*64)/22 <= numbits || radix != 10) && ""Insufficient bit width""), function fromString, file /nix/var/nix/builds/nix-24581-489863541/llvm-src-20.1.8/llvm/lib/Support/APInt.cpp, line 2106.
 #0 0x00000001048eda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001048eb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001048ee65c Signa"
iota3_test,Iota_3,wp,error,0.538745,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000103459a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000103457584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010345a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
isequal,IsEqual_1,verify,error,0.775252,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000105491a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010548f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010549265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
isequal,IsEqual_1,wp,error,0.491578,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x00000001029a9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001029a7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001029aa65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
iszero,IsZero_0,verify,verified,0.357218,
iszero,IsZero_0,wp,counterexample,0.264550,sat
keccakfRound0_test,KeccakfRound_88,verify,timeout,120.171654,timeout
keccakfRound0_test,KeccakfRound_88,wp,error,2.029662,"LLVM ERROR: unknown subcomponent type
 #0 0x00000001034bda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x00000001034bb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x00000001034be65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
keccakfRound20_test,KeccakfRound_88,verify,timeout,120.068506,timeout
keccakfRound20_test,KeccakfRound_88,wp,error,2.119555,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102829a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102827584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010282a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
lesseqthan,LessEqThan_2,verify,error,1.602689,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000100f79a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100f77584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100f7a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
lesseqthan,LessEqThan_2,wp,error,0.405021,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102fbda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102fbb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102fbe65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
lessthan,LessThan_1,verify,error,1.368967,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104ec9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104ec7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104eca65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
lessthan,LessThan_1,wp,error,0.286131,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x0000000102605a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102603584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010260665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
main,fulladder_0,verify,error,0.325378,"error: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/main.llzk"":17:14):failed to legalize operation 'felt.uintdiv' that was explicitly marked illegal
note: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/main.llzk"":17:14):see current operation: %38 = ""felt.uintdiv""(%37, %25) {product_source = ""compute""} : (!felt.type<""babybear"">, !felt.type<""babybear"">) -> !felt.type<""babybear"">
LLVM ERROR: failed to generate SMT encoding
 #0 0x0000000105271a74 llvm::sys::PrintStackTrace(ll"
main,fulladder_0,wp,counterexample,0.108188,sat
matAdd_test,matAdd_0,verify,verified,0.960326,
matAdd_test,matAdd_0,wp,counterexample,0.222043,sat
matElemMul_test,matElemMul_0,verify,verified,6.854245,
matElemMul_test,matElemMul_0,wp,counterexample,0.376700,sat
matElemPow_test,matElemPow_1,verify,error,6.934173,"warning: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matElemPow_test.llzk"":116:13):unhandled operation, analysis may be incomplete
note: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matElemPow_test.llzk"":116:13):see current operation: pod.write %0[@count] = %c1 : <[@count: index, @comp: !struct.type<@power_0::@power_0>, @params: !pod.type<[]>]>, index {product_source = ""compute""}
warning: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matElemPow_test.llzk"":1"
matElemPow_test,matElemPow_1,wp,error,0.386360,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x0000000104795a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104793584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010479665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
matMul_test,matMul_2,verify,error,10.349521,"warning: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matMul_test.llzk"":15:11):unhandled operation, analysis may be incomplete
note: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matMul_test.llzk"":15:11):see current operation: scf.condition(%3)
Assertion failed: (resultNumber < getNumResults() && ""Result number is out of range for operation""), function getOpResultImpl, file /nix/store/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-mlir-debug-20.1.8-dev/include/mlir/IR/Operation.h, lin"
matMul_test,matMul_2,wp,error,0.326268,"LLVM ERROR: arbitrary function calls not supported yet
 #0 0x000000010475da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010475b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010475e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 "
matPow_test,matPow_3,verify,error,30.001944,"warning: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matPow_test.llzk"":15:11):unhandled operation, analysis may be incomplete
note: loc(""/Users/raghav/Veridise/LLEQ/examples/circom-examples/matPow_test.llzk"":15:11):see current operation: scf.condition(%3)
Assertion failed: (resultNumber < getNumResults() && ""Result number is out of range for operation""), function getOpResultImpl, file /nix/store/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee-mlir-debug-20.1.8-dev/include/mlir/IR/Operation.h, lin"
matPow_test,matPow_3,wp,error,0.992275,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000104bdda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104bdb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104bde65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
matScalarAdd_test,matScalarAdd_0,verify,verified,0.684527,
matScalarAdd_test,matScalarAdd_0,wp,counterexample,0.324862,sat
matScalarMul_test,matScalarMul_0,verify,verified,6.804955,
matScalarMul_test,matScalarMul_0,wp,counterexample,0.234103,sat
matScalarSub_test,matScalarSub_0,verify,verified,0.737508,
matScalarSub_test,matScalarSub_0,wp,counterexample,0.383519,sat
matSub_test,matSub_0,verify,verified,1.196287,
matSub_test,matSub_0,wp,counterexample,0.240425,sat
mimc_sponge_hash_test,MiMCSponge_1,verify,timeout,120.051786,timeout
mimc_sponge_hash_test,MiMCSponge_1,wp,error,0.763726,"Checking invariant (forall ((x0 Int)) (=> (and (<= 0 x0) (< x0 4) (= (mod (- x0 0) 1) 0)) true))
(set-logic ALL)
; Subcomponents
(declare-sort MiMCFeistel_0 0)
(declare-fun init-MiMCFeistel_0 (Int Int Int) MiMCFeistel_0)
(declare-fun read-MiMCFeistel_0-xLout (MiMCFeistel_0) Int)
(declare-fun read-MiMCFeistel_0-t2 (MiMCFeistel_0) (Array Int Int))
(declare-fun read-MiMCFeistel_0-t4 (MiMCFeistel_0) (Array Int Int))
(declare-fun read-MiMCFeistel_0-xRout (MiMCFeistel_0) Int)
(declare-fun read-MiMCFei"
mimc_sponge_test,MiMCFeistel_0,verify,timeout,120.053242,timeout
mimc_sponge_test,MiMCFeistel_0,wp,error,6.365577,"(=> true (forall ((x0 Int)) (=> (or (and (<= 0 x0) (< x0 var_759) (= (mod (- x0 0) 1) 0)) (= x0 var_759)) (= (mod (select xR_w x0) 2013265921) (mod (select xR_c x0) 2013265921)))))
LLVM ERROR: unknown op: bool.or
 #0 0x0000000102d19a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102d17584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102d1a65c SignalH"
mimc_test,MiMC7_0,verify,timeout,120.055801,timeout
mimc_test,MiMC7_0,wp,timeout,120.023731,timeout
mnist_convnet_test,mnist_convnet_21,verify,timeout,120.288928,timeout
mnist_convnet_test,mnist_convnet_21,wp,error,0.415684,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100e55a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100e53584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100e5665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mnist_latest_precision_test,mnist_latest_precision_29,verify,timeout,120.396292,timeout
mnist_latest_precision_test,mnist_latest_precision_29,wp,error,0.513805,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100ec1a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100ebf584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100ec265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mnist_latest_test,mnist_latest_25,verify,timeout,120.439067,timeout
mnist_latest_test,mnist_latest_25,wp,error,0.408077,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000100ef9a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100ef7584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100efa65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mnist_test,mnist_20,verify,timeout,120.147999,timeout
mnist_test,mnist_20,wp,error,0.262352,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000101185a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000101183584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010118665c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
model1_test,model1_14,verify,error,54.786037,"Assertion failed: ((((slen-1)*64)/22 <= numbits || radix != 10) && ""Insufficient bit width""), function fromString, file /nix/var/nix/builds/nix-24581-489863541/llvm-src-20.1.8/llvm/lib/Support/APInt.cpp, line 2106.
 #0 0x000000010121da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010121b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010121e65c Signa"
model1_test,model1_14,wp,error,0.536048,"LLVM ERROR: unknown subcomponent type
 #0 0x000000010121da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010121b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010121e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
montgomery2edwards,Montgomery2Edwards_0,verify,verified,2.654386,
montgomery2edwards,Montgomery2Edwards_0,wp,timeout,120.048025,timeout
montgomeryadd,MontgomeryAdd_0,verify,verified,3.609357,
montgomeryadd,MontgomeryAdd_0,wp,timeout,120.070360,timeout
montgomerydouble,MontgomeryDouble_0,verify,verified,4.852943,
montgomerydouble,MontgomeryDouble_0,wp,timeout,120.043607,timeout
mul_test,Mul_1,verify,timeout,120.056791,timeout
mul_test,Mul_1,wp,error,0.909835,"libc++abi: terminating due to uncaught exception of type cvc5::CVC5ApiException: Expecting a integer term as the first argument in 'mod'
 #0 0x0000000100b39a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000100b37584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000100b3a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
"
mux1_1,Main_4,verify,error,1.210925,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000104ecda74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000104ecb584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000104ece65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
mux1_1,Main_4,wp,error,0.753411,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102e49a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102e47584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102e4a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mux2_1,Main_4,verify,error,2.067613,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000102769a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102767584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010276a65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
mux2_1,Main_4,wp,error,0.552120,"LLVM ERROR: unknown subcomponent type
 #0 0x0000000102d0da74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x0000000102d0b584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x0000000102d0e65c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804fb744)
 #4 0x000000018e11d8d"
mux3_1,Main_4,verify,error,4.310159,"LLVM ERROR: could not create SourceRef child for member reference
 #0 0x0000000105531a74 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x100591a74)
 #1 0x000000010552f584 llvm::sys::RunSignalHandlers() (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10058f584)
 #2 0x000000010553265c SignalHandler(int) (/Users/raghav/Veridise/LLEQ/build/tools/lleq/lleq+0x10059265c)
 #3 0x000000018e127744 (/usr/lib/system/libsystem_platform.dylib+0x1804"
